nazwa_leku,substancja_czynna,postac_leku,dawka_leku,zawartosc_opakowania,identyfikator_leku,lp
Carbomedac,Carboplatinum, koncentrat do sporz¹dzania roztworu do infuzji, 10 mg/ml,1 fiol. po 60 ml,05909990816187,990
Carbomedac,Carboplatinum, koncentrat do sporz¹dzania roztworu do infuzji, 10 mg/ml,1 fiol. po 100 ml,05909990816194,991
Carboplatin - Ebewe,Carboplatinum, koncentrat do sporz¹dzania roztworu do infuzji, 10 mg/ml,1 fiol. 5 ml,05909990450015,992
Carboplatin - Ebewe,Carboplatinum, koncentrat do sporz¹dzania roztworu do infuzji, 10 mg/ml,1 fiol.po 15 ml,05909990450022,993
Carboplatin - Ebewe,Carboplatinum, koncentrat do sporz¹dzania roztworu do infuzji, 10 mg/ml,1 fiol.po 45 ml,05909990450039,994
Carboplatin - Ebewe,Carboplatinum, koncentrat do sporz¹dzania roztworu do infuzji, 10 mg/ml,1 fiol.po 60 ml,05909990662753,995
Carboplatin Accord,Carboplatinum, koncentrat do sporz¹dzania roztworu do infuzji, 10 mg/ml,1 fiol.po 5 ml,05909990776726,996
Carboplatin Accord,Carboplatinum, koncentrat do sporz¹dzania roztworu do infuzji, 10 mg/ml,1 fiol. a 15 ml,05909990776733,997
Carboplatin Accord,Carboplatinum, koncentrat do sporz¹dzania roztworu do infuzji, 10 mg/ml,1 fiol. a 45 ml,05909990776740,998
Carboplatin Accord,Carboplatinum, koncentrat do sporz¹dzania roztworu do infuzji, 10 mg/ml,1 fiol.po 60 ml,05909990851058,999
Carboplatin Pfizer,Carboplatinum, roztwór do wstrzykiwañ, 10 mg/ml,1 fiol.po 5 ml,05909990477418,1000
Carboplatin Pfizer,Carboplatinum, roztwór do wstrzykiwañ, 10 mg/ml,1 fiol.po 15 ml,05909990477425,1001
Carboplatin Pfizer,Carboplatinum, roztwór do wstrzykiwañ, 10 mg/ml,1 fiol.po 45 ml,05909990477432,1002
Cardilopin,Amlodipinum, tabl., 2.5 mg,30 szt.,05909990907311,1003
Cardilopin,Amlodipinum, tabl., 5 mg,30 szt.,05909990907410,1004
Cardilopin,Amlodipinum, tabl., 10 mg,30 szt.,05909990907519,1005
Cardura XL,Doxazosinum, tabl. o zmodyfikowanym uwalnianiu, 4 mg,30 szt.,05909990431410,1006
Cardura XL,Doxazosinum, tabl. o zmodyfikowanym uwalnianiu, 8 mg,30 szt.,05909990431519,1007
Carvedilol-ratiopharm,Carvedilolum, tabl., 6.25 mg,30 szt.,05909990727100,1008
Carvedilol-ratiopharm,Carvedilolum, tabl., 12.5 mg,30 szt.,05909990727148,1009
Carvedilol-ratiopharm,Carvedilolum, tabl., 25 mg,30 szt.,05909990727193,1010
Carvetrend,Carvedilolum, tabl., 3.125 mg,30 szt.,05909991016814,1011
Carvetrend,Carvedilolum, tabl., 6.25 mg,30 szt.,05909991016913,1012
Carvetrend,Carvedilolum, tabl., 12.5 mg,30 szt.,05909991017019,1013
Carvetrend,Carvedilolum, tabl., 25 mg,30 szt.,05909991017118,1014
Carzap,Candesartanum cilexetilum, tabl., 8 mg,28 tabl.,05909990937080,1015
Carzap,Candesartanum cilexetili, tabl., 8 mg,56 szt.,05909990937103,1016
Carzap,Candesartanum cilexetilum, tabl., 16 mg,28 tabl.,05909990937172,1017
Carzap,Candesartanum cilexetili, tabl., 16 mg,56 szt.,05909990937196,1018
Carzap,Candesartanum cilexetilum, tabl., 32 mg,28 tabl.,05909990937264,1019
Carzap,Candesartanum cilexetili, tabletki, 32 mg,30 szt.,05909991438876,1020
Carzap,Candesartanum cilexetili, tabl., 32 mg,30 szt.,05909991448912,1021
Carzap,Candesartanum cilexetili, tabl., 16 mg,28 szt.,05909991453329,1022
Carzap,Candesartanum cilexetili, tabl., 16 mg,56 szt.,05909991453336,1023
Carzap,Candesartanum cilexetili, tabl., 32 mg,28 szt.,05909991453367,1024
Carzap,Candesartanum cilexetili, tabl., 32 mg,28 szt.,05909991454777,1025
Carzap,Candesartanum cilexetili, tabl., 16 mg,28 szt.,05909991454883,1026
Carzap,Candesartanum cilexetili, tabl., 16 mg,56 szt.,05909991454890,1027
Carzap,Candesartanum cilexetili, tabl., 16 mg,28 szt.,05909991455057,1028
Carzap,Candesartanum cilexetili, tabl., 16 mg,56 szt.,05909991455064,1029
Carzap,Candesartanum cilexetili, tabl., 32 mg,28 szt.,05909991455118,1030
Carzap HCT,Candesartanum cilexetilum + Hydrochlorothiazidum, tabl., 8+12.5 mg,28 szt.,05909990957170,1031
Carzap HCT,Candesartanum cilexetili + Hydrochlorothiazidum, tabl., 8+12.5 mg,56 szt.,05909990957194,1032
Carzap HCT,Candesartanum cilexetilum + Hydrochlorothiazidum, tabl., 16+12.5 mg,28 szt.,05909990957255,1033
Carzap HCT,Candesartanum cilexetili + Hydrochlorothiazidum, tabl., 16+12.5 mg,56 szt.,05909990957279,1034
Carzap HCT,Candesartanum cilexetilum + Hydrochlorothiazidum, tabletki, 32+12.5 mg,28 szt.,05909991057596,1035
Carzap HCT,Candesartanum cilexetilum + Hydrochlorothiazidum, tabletki, 32+25 mg,28 szt.,05909991058609,1036
Carzap HCT,Candesartanum cilexetilum + Hydrochlorothiazidum, tabl., 16+12.5 mg,28 szt.,05909991415907,1037
Carzap HCT,Candesartanum cilexetili + Hydrochlorothiazidum, tabl., 16+12.5 mg,28 szt.,05909991421649,1038
Carzap HCT,Candesartanum cilexetili + Hydrochlorothiazidum, tabl., 16+12.5 mg,56 szt.,05909991421656,1039
Cazaprol,Cilazaprilum, tabl. powl., 1 mg,30 szt.,05909990678648,1040
Cazaprol,Cilazaprilum, tabl. powl., 2.5 mg,28 szt.,05909990678655,1041
Cazaprol,Cilazaprilum, tabl. powl., 5 mg,28 szt.,05909990678679,1042
Ceclor,Cefaclorum, granulat do sporz¹dzania zawiesiny doustnej, 125 mg/5 ml,1 but.po 47;60 g/75 ml zawiesiny,05909990137411,1043
Ceclor,Cefaclorum, granulat do sporz¹dzania zawiesiny doustnej, 125 mg/5 ml,1 but.po 63;47 g/100 ml zawiesiny,05909990137428,1044
Ceclor,Cefaclorum, granulat do sporz¹dzania zawiesiny doustnej, 250 mg/5 ml,1 but.po 47;60 g/75 ml zawiesiny,05909990137510,1045
Ceclor,Cefaclorum, granulat do sporz¹dzania zawiesiny doustnej, 250 mg/5 ml,1 but.po 63;47 g/100 ml zawiesiny,05909990137527,1046
Ceclor,Cefaclorum, granulat do sporz¹dzania zawiesiny doustnej, 375 mg/5 ml,1 but.po 47;60 g/75 ml zawiesiny,05909990775910,1047
Ceclor,Cefaclorum, granulat do sporz¹dzania zawiesiny doustnej, 375 mg/5 ml,1 but.po 63;47 g/100 ml zawiesiny,05909990775927,1048
Ceclor,Cefaclorum, granulat do sporz¹dzania zawiesiny doustnej, 250 mg/5 ml,100 ml (63;47 g),05909997207827,1049
Ceclor MR,Cefaclorum, tabl. powl. o przed³u¿onym uwalnianiu, 375 mg,10 szt.,05909990676514,1050
Ceclor MR,Cefaclorum, tabl. powl. o przed³u¿onym uwalnianiu, 500 mg,10 szt.,05909990676613,1051
Ceclor MR,Cefaclorum, tabl. powl. o przed³u¿onym uwalnianiu, 500 mg,14 szt.,05909990676620,1052
Ceclor MR,Cefaclorum, tabl. powl. o przed³u¿onym uwalnianiu, 750 mg,10 szt.,05909990676712,1053
Cefox,Cefuroximum, tabl. powl., 250 mg,10 szt.,05909991255145,1054
Cefox,Cefuroximum, tabl. powl., 250 mg,14 szt.,05909991255152,1055
Cefox,Cefuroximum, tabl. powl., 500 mg,10 szt.,05909991255183,1056
Cefox,Cefuroximum, tabl. powl., 500 mg,14 szt.,05909991255190,1057
Cefuroxime Genoptim,Cefuroximum, tabletki powlekane, 250 mg,10 szt.,05909991353469,1058
Cefuroxime Genoptim,Cefuroximum, tabletki powlekane, 500 mg,10 szt.,05909991353483,1059
Cefuroxime Genoptim,Cefuroximum, tabletki powlekane, 500 mg,14 szt.,05909991353490,1060
CellCept,Mycophenolas mofetil, tabl., 500 mg,50 szt.,05909990707515,1061
CellCept,Mycophenolas mofetil, kaps. twarde, 250 mg,100 szt.,05909990707614,1062
CellCept,Mycophenolas mofetil, proszek do sporz¹dzania zawiesiny doustnej, 1 g/5 ml,110 g (175 ml),05909990980918,1063
Cera-Chek 1 Code,Paski do oznaczania glukozy we krwi, test paskowy,,50 pasków,8809242521845,1064
Cerdelga,Eliglustatum, kaps. twarde, 84 mg,56 szt.,05909991205942,1065
Cerezyme,Imiglucerasum, proszek do przygotowania koncentratu do sporz¹dzania roztworu do infuzji, 400 j.m.,1 fiol.,05909990943012,1066
Ceroxim,Cefuroximum, proszek do sporz¹dzania zawiesiny doustnej, 250 mg/5 ml,1 but.po 50 ml,05909991009113,1067
Ceroxim,Cefuroximum, proszek do sporz¹dzania zawiesiny doustnej, 250 mg/5 ml,1 but.po 100 ml,05909991009120,1068
Ceroxim,Cefuroximum, proszek do sporz¹dzania zawiesiny doustnej, 125 mg/5 ml,1 but.po 50 ml,05909991009212,1069
Ceroxim,Cefuroximum, proszek do sporz¹dzania zawiesiny doustnej, 125 mg/5 ml,1 but.po 100 ml,05909991009229,1070
Ceroxim,Cefuroximum, tabletki powlekane, 250 mg,10 tabl.,05909991263331,1071
Ceroxim,Cefuroximum, tabletki powlekane, 250 mg,14 tabl.,05909991263355,1072
Ceroxim,Cefuroximum, tabletki powlekane, 250 mg,20 tabl.,05909991263362,1073
Ceroxim,Cefuroximum, tabletki powlekane, 500 mg,10 tabl.,05909991263386,1074
Ceroxim,Cefuroximum, tabletki powlekane, 500 mg,14 tabl.,05909991263409,1075
Ceroxim,Cefuroximum, tabl. powl., 500 mg,20 szt.,05909991263416,1076
Certican tabletki,Everolimusum, tabl., 0.5 mg,60 szt.,05909990211357,1077
Certican tabletki,Everolimusum, tabl., 0.25 mg,60 szt.,05909990211654,1078
Certican tabletki,Everolimusum, tabl., 0.75 mg,60 szt.,05909990211845,1079
Cervarix,Szczepionka przeciw wirusowi brodawczaka ludzkiego [typy 16 i 18] (rekombinowana; z adiuwantem; adsorbowana), zawiesina do wstrzykiwañ, 20+20 µg,1 amp.-strz.,05909990064748,1080
Cetrotide,Cetrorelixum, proszek i rozpuszczalnik do sporz¹dzania roztworu do wstrzykiwañ, 0.25 mg,1 fiol. + 1 amp.-strz.,05909990488926,1081
Ceurolex SR,Ropinirolum, tabl. o przed³u¿onym uwalnianiu, 2 mg,28 szt.,05909991049294,1082
Ceurolex SR,Ropinirolum, tabl. o przed³u¿onym uwalnianiu, 4 mg,28 szt.,05909991049355,1083
Ceurolex SR,Ropinirolum, tabl. o przed³u¿onym uwalnianiu, 8 mg,28 szt.,05909991049393,1084
Cezarius,Levetiracetamum, roztwór doustny, 100 mg/ml,300 ml,05909990928149,1085
Cezarius,Levetiracetamum, tabl. powl., 250 mg,50 szt.,05909990928200,1086
Cezarius,Levetiracetamum, tabl. powl., 500 mg,50 szt.,05909990928224,1087
Cezarius,Levetiracetamum, tabl. powl., 750 mg,50 szt.,05909990928231,1088
Cezarius,Levetiracetamum, tabl. powl., 1000 mg,50 szt.,05909990928248,1089
Cezera,Levocetirizini dihydrochloridum, tabl. powl., 5 mg,20 szt.,05909990656929,1090
Cezera,Levocetirizini dihydrochloridum, tabl. powl., 5 mg,28 szt.,05909990656936,1091
Cezera,Levocetirizini dihydrochloridum, tabl. powl., 5 mg,30 szt.,05909990656943,1092
Cezera,Levocetirizini dihydrochloridum, tabl. powl., 5 mg,90 tabl.,05909991192600,1093
Cezera,Levocetirizini dihydrochloridum, tabl. powl., 5 mg,90 tabl.,05909991449186,1094
Cezera,Levocetirizini dihydrochloridum, tabl. powl., 5 mg,90 szt.,05909991462475,1095
Chlorprothixen Zentiva,Chlorprothixeni hydrochloridum, tabl. powl., 15 mg,50 szt.,05909990203017,1096
Chlorprothixen Zentiva,Chlorprothixeni hydrochloridum, tabl. powl., 50 mg,50 szt.,05909990203116,1097
Cilan,Cilazaprilum, tabl. powl., 1 mg,30 szt.,05909990066667,1098
Cilan,Cilazaprilum, tabl. powl., 2.5 mg,30 szt.,05909990066780,1099
Cilan,Cilazaprilum, tabl. powl., 5 mg,30 szt.,05909990066803,1100
Cimzia,Certolizumabum pegol, roztwór do wstrzykiwañ w amp.-strz., 200 mg/ml,2 amp.-strz.,05909990734894,1101
Cinacalcet Accord,Cinacalcetum, tabl. powl., 30 mg,28 szt.,05909991256654,1102
Cinacalcet Accord,Cinacalcetum, tabl. powl., 60 mg,28 szt.,05909991256685,1103
Cinacalcet Accord,Cinacalcetum, tabl. powl., 90 mg,28 szt.,05909991256715,1104
Cinacalcet Aurovitas,Cinacalcetum, tabl. powl., 30 mg,28 szt.,05909991417192,1105
Cinacalcet Aurovitas,Cinacalcetum, tabl. powl., 60 mg,28 szt.,05909991417253,1106
Cinacalcet Aurovitas,Cinacalcetum, tabl. powl., 90 mg,28 szt.,05909991417314,1107
Ciphin 500,Ciprofloxacinum, tabl. powl., 500 mg,10 szt.,05909990499113,1108
Ciprinol,Ciprofloxacinum, tabl. powl., 500 mg,10 szt.,05909990066216,1109
Ciprinol,Ciprofloxacinum, tabl. powl., 250 mg,10 szt.,05909990066414,1110
Cipronex,Ciprofloxacinum, tabl. powl., 250 mg,10 szt.,05909990308514,1111
Cipronex,Ciprofloxacinum, tabl. powl., 500 mg,10 szt.,05909990334964,1112
Cipropol,Ciprofloxacinum, tabl. powl., 500 mg,10 szt.,05909990729012,1113
Cisplatin-Ebewe,Cisplatinum, koncentrat do sporz¹dzania roztworu do infuzji, 1 mg/ml,1 fiol.po 10 ml,05909990958481,1114
Cisplatin-Ebewe,Cisplatinum, koncentrat do sporz¹dzania roztworu do infuzji, 1 mg/ml,1 fiol.po 50 ml,05909990958504,1115
Cisplatin-Ebewe,Cisplatinum, koncentrat do sporz¹dzania roztworu do infuzji, 1 mg/ml,1 fiol.a 100 ml,05909990958535,1116
Cisplatinum Accord,Cisplatinum, koncentrat do sporz¹dzania roztworu do infuzji, 1 mg/ml,1 fiol. a 10 ml,05909990838745,1117
Cisplatinum Accord,Cisplatinum, koncentrat do sporz¹dzania roztworu do infuzji, 1 mg/ml,1 fiol. a 50 ml,05909990838769,1118
Cisplatinum Accord,Cisplatinum, koncentrat do sporz¹dzania roztworu do infuzji, 1 mg/ml,1 fiol. a 100 ml,05909990894772,1119
Citrolyt,Kalii citras + Natrii citras + Acidum citricum, granulat do sporz¹dzania roztworu doustnego; 46;4+39,1+14.5 g/100 g,220 g,05909990210817,1120
Clarzole,Letrozolum, tabl. powl., 2.5 mg,30 szt.,05909990799923,1121
Clazicon,Gliclazidum, tabl. o zmodyfikowanym uwalnianiu, 30 mg,60 szt.,05909991267155,1122
Clazicon,Gliclazidum, tabl. o zmodyfikowanym uwalnianiu, 60 mg,30 szt.,05909991267162,1123
Clean WND,Emplastri conlativi, opatrunek specjalistyczny, 15x20 cm?,1 szt.,8681349103922,1124
Clexane,Enoxaparinum natricum, roztwór do wstrzykiwañ, 20 mg/0.2 ml,10 amp.-strz.po 0;2 ml,05909990048328,1125
Clexane,Enoxaparinum natricum, roztwór do wstrzykiwañ, 40 mg/0.4 ml,10 amp.-strz.po 0;4 ml,05909990048427,1126
Clexane,Enoxaparinum natricum, roztwór do wstrzykiwañ, 60 mg/0.6 ml,10 amp.-strz.po 0;6 ml,05909990774821,1127
Clexane,Enoxaparinum natricum, roztwór do wstrzykiwañ, 100 mg/1 ml,10 amp.-strz.po 1 ml,05909990774920,1128
Clexane,Enoxaparinum natricum, roztwór do wstrzykiwañ, 80 mg/0.8 ml,10 amp.-strz.po 0;8 ml,05909990775026,1129
Clexane forte,Enoxaparinum natricum, roztwór do wstrzykiwañ, 120 mg/0.8 ml,10 amp.-strz.po 0;8 ml,05909990891429,1130
Clexane forte,Enoxaparinum natricum, roztwór do wstrzykiwañ, 150 mg/1 ml,10 amp.-strz.po 1 ml,05909990891528,1131
Clindamycin-MIP 300,Clindamycinum, tabl. powl., 300 mg,16 szt.,05909991001438,1132
Clindamycin-MIP 600,Clindamycinum, tabl. powl., 600 mg,12 szt.,05909991001520,1133
Clindamycin-MIP 600,Clindamycinum, tabl. powl., 600 mg,16 szt.,05909991001537,1134
Clindamycin-MIP 600,Clindamycinum, tabl. powl., 600 mg,30 szt.,05909991001544,1135
Clindanea,Clindamycinum, tabl. powl., 600 mg,12 szt.,05909991414207,1136
Cliovelle 1 mg / 0.5 mg tabletki,Norethisteroni acetas + Estradioli valeras, tabl., 1+0.5 mg,28 szt.,05909990067794,1137
Clofarabine Norameda,Clofarabinum, koncentrat do sporz¹dzania roztworu do infuzji, 1 mg/ml,1 fiol.po 20 ml,05909991385569,1138
Clonazepamum TZF,Clonazepamum, tabl., 2 mg,30 szt.,05909990135516,1139
Clonazepamum TZF,Clonazepamum, tabl., 0.5 mg,30 szt.,05909990135615,1140
Clopamid VP,Clopamidum, tabl., 20 mg,20 szt.,05909990141012,1141
Clopidix,Clopidogrelum, tabl. powl., 75 mg,28 szt.,05909990625826,1142
Clopidogrel Bluefish,Clopidogrelum, tabl. powl., 75 mg,28 szt.,05909990768141,1143
Clopidogrel KRKA,Clopidogrelum, tabl. powl., 75 mg,28 szt.,05909991029388,1144
Clopixol,Zuclopenthixolum, tabl. powl., 10 mg,100 szt.,05909990126729,1145
Clopixol,Zuclopenthixolum, tabl. powl., 25 mg,100 szt.,05909990126828,1146
Clopixol Depot,Zuclopenthixoli decanoas, roztwór do wstrzykiwañ, 200 mg/ml,1 amp.po 1 ml,05909990189212,1147
Clopixol Depot,Zuclopenthixoli decanoas, roztwór do wstrzykiwañ, 200 mg/ml,10 amp.po 1 ml,05909990189229,1148
Clopizam,Clozapinum, tabl., 25 mg,50 szt.,05909991327606,1149
Clopizam,Clozapinum, tabl., 100 mg,50 szt.,05909991327705,1150
Clopizam,Clozapinum, tabl., 100 mg,100 szt.,05909991327736,1151
Co-amoxiclav Bluefish,Amoxicillinum + Acidum clavulanicum, tabl. powl., 875+125 mg,14 szt.,05909990744848,1152
Coaxil,Tianeptinum natricum, tabl. powl., 12.5 mg,30 szt. (1 blist.po 30 szt.),05909990370214,1153
Coaxil,Tianeptinum natricum, tabl. dra¿owane, 12.5 mg,30 szt.,05909991265984,1154
Coaxil,Tianeptinum, tabl. dra¿owane, 12.5 mg,30 szt.,05909991267131,1155
Coaxil,Tianeptinum natricum, tabl. dra¿owane, 12.5 mg,30 szt.,05909991290016,1156
Co-Bespres,Valsartanum + Hydrochlorothiazidum, tabl. powl., 80+12.5 mg,28 szt. (2 blist.po 14 szt.),05909990740833,1157
Co-Bespres,Valsartanum + Hydrochlorothiazidum, tabl. powl., 160+25 mg,28 szt. (2 blist.po 14 szt.),05909990740864,1158
Co-Bespres,Valsartanum + Hydrochlorothiazidum, tabl. powl., 160+12.5 mg,28 szt.,05909990874255,1159
Co-Bespres,Valsartanum + Hydrochlorothiazidum, tabl. powl., 160+25 mg,28 szt.,05909991282028,1160
Co-Bespres,Valsartanum + Hydrochlorothiazidum, tabletki powlekane, 160+25 mg,14 tabl.,05909991305932,1161
Co-Bespres,Valsartanum + Hydrochlorothiazidum, tabletki powlekane, 160+25 mg,28 tabl.,05909991305949,1162
Co-Dipper,Valsartanum + Hydrochlorothiazidum, tabl. powl., 80+12.5 mg,28 szt.,05909990829927,1163
Co-Dipper,Valsartanum + Hydrochlorothiazidum, tabl. powl., 80+12.5 mg,56 szt.,05909990829941,1164
Co-Dipper,Valsartanum + Hydrochlorothiazidum, tabl. powl., 160+12.5 mg,28 szt.,05909990829989,1165
Co-Dipper,Valsartanum + Hydrochlorothiazidum, tabl. powl., 160+12.5 mg,56 szt.,05909990830008,1166
Co-Dipper,Valsartanum + Hydrochlorothiazidum, tabl. powl., 160+25 mg,28 szt.,05909990830107,1167
Co-Dipper,Valsartanum + Hydrochlorothiazidum, tabl. powl., 160+25 mg,56 szt.,05909990830138,1168
Co-Dipper,Valsartanum + Hydrochlorothiazidum, tabl. powl., 320+12.5 mg,28 szt.,05909990830176,1169
Co-Dipper,Valsartanum + Hydrochlorothiazidum, tabl. powl., 320+25 mg,28 szt.,05909990830244,1170
CoFlex TLC Calamine Lite 10x550 cm,Emplastri polyurethanum spumatum, opatrunek, 5500 cm?,1 szt.,0724004611832,1171
CoFlex TLC Calamine Lite 7.62x550 cm,Emplastri polyurethanum spumatum, opatrunek, 4191 cm?,1 szt.,0724004611818,1172
CoFlex TLC Zinc Lite 10x550 cm,Emplastri polyurethanum spumatum, opatrunek, 5500 cm?,1 szt.,0724004611870,1173
CoFlex TLC Zinc Lite 7.62x550 cm,Emplastri polyurethanum spumatum, opatrunek, 4191 cm?,1 szt.,0724004611856,1174
Cogiton 10,Donepezil hydrochloride, tabl. powl., 10 mg,84 szt.,05907695215380,1175
Cogiton 10,Donepezil hydrochloride, tabl. powl., 10 mg,28 szt.,05909991024413,1176
Cogiton 10,Donepezil hydrochloride, tabl. powl., 10 mg,56 szt.,05909991024420,1177
Cogiton 5,Donepezil hydrochloride, tabl. powl., 5 mg,28 szt.,05909991024314,1178
Colistin TZF,Colistimethatum natricum, liofilizat do sporz¹dzania roztworu do wstrzykiwañ; infuzji i inhalacji, 1000000 IU,20 fiol.,05909990366514,1179
Combigan,Brimonidini tartras + Timololum, krople do oczu; roztwór, 2+5 mg/ml,1 but.po 5 ml,05909990570546,1180
Comboterol,Fluticasoni propionas + Salmeterolum, aerozol inhalacyjny; zawiesina, 125+25 µg/dawkê inhalacyjn¹,1 poj. 120 dawek,05906720534670,1181
Comboterol,Fluticasoni propionas + Salmeterolum, aerozol inhalacyjny; zawiesina, 250+25 µg/dawkê inhalacyjn¹,1 poj. 120 dawek,05906720534687,1182
Concerta,Methylphenidati hydrochloridum, tabl. o przed³u¿onym uwalnianiu, 18 mg,30 szt.,05909990655021,1183
Concerta,Methylphenidati hydrochloridum, tabl. o przed³u¿onym uwalnianiu, 36 mg,30 szt.,05909990655038,1184
Contix,Pantoprazolum, tabl. dojel., 40 mg,14 szt.,05909991128418,1185
Contix,Pantoprazolum, tabl. dojel., 20 mg,14 szt.,05909991128814,1186
Contix,Pantoprazolum, tabl. powl., 20 mg,112 szt.,05909991246525,1187
Contix,Pantoprazolum, tabl. powl., 40 mg,112 szt.,05909991246532,1188
Contour Plus,Paski do oznaczania glukozy we krwi, test paskowy,,50 szt.,5016003763403,1189
Contour TS paski testowe,Paski do oznaczania glukozy we krwi, test paskowy,,50 szt.,5016003183904,1190
Contrahist,Levocetirizini dihydrochloridum, tabl. powl., 5 mg,56 szt.,05906414000726,1191
Contrahist,Levocetirizini dihydrochloridum, tabl. powl., 5 mg,84 szt.,05906414000733,1192
Contrahist,Levocetirizini dihydrochloridum, roztwór doustny, 0.5 mg/ml,1 but.po 200 ml,05909990904099,1193
Contrahist,Levocetirizini dihydrochloridum, tabl. powl., 5 mg,28 szt.,05909990904129,1194
Controloc 20,Pantoprazolum, tabl. dojel., 20 mg,14 szt. (1 blist.po 14 szt.),05909990478767,1195
Controloc 20,Pantoprazolum, tabl. dojel., 20 mg,28 szt. (2 blist.po 14 szt.),05909990478774,1196
Controloc 40,Pantoprazolum, tabl. dojel., 40 mg,14 szt. (1 blist.po 14 szt.),05909990689842,1197
Controloc 40,Pantoprazolum, tabl. dojel., 40 mg,28 szt. (2 blist.po 14 szt.),05909990689859,1198
ConvaMax Superabsorber nieprzylepny 10x10 cm,Emplastri microfibricum cellulosae, opatrunek, 100 cm?,1 szt.,6940610106331,1199
ConvaMax Superabsorber nieprzylepny 10x20 cm,Emplastri microfibricum cellulosae, opatrunek, 200 cm?,1 szt.,6940610106362,1200
ConvaMax Superabsorber nieprzylepny 15x15 cm,Emplastri microfibricum cellulosae, opatrunek, 225 cm?,1 szt.,6940610106423,1201
ConvaMax Superabsorber nieprzylepny 20x20 cm,Emplastri microfibricum cellulosae, opatrunek, 400 cm?,1 szt.,6940610106485,1202
ConvaMax Superabsorber nieprzylepny 20x30 cm,Emplastri microfibricum cellulosae, opatrunek, 600 cm?,1 szt.,6940610106515,1203
ConvaMax Superabsorber nieprzylepny 20x40 cm,Emplastri microfibricum cellulosae, opatrunek, 800 cm?,1 szt.,6940610106546,1204
ConvaMax Superabsorber przylepny 10x10 cm,Emplastri microfibricum cellulosae, opatrunek, 100 cm?,1 szt.,6940610106607,1205
ConvaMax Superabsorber przylepny 15x15 cm,Emplastri microfibricum cellulosae, opatrunek, 225 cm?,1 szt.,6940610106690,1206
ConvaMax Superabsorber przylepny 20x20 cm,Emplastri microfibricum cellulosae, opatrunek, 400 cm?,1 szt.,6940610106751,1207
