identyfikator_leku,zakres_wskazan,zakres_wskazan_pozarejestracyjnych,poziom_odplatnosci,wysokosc_doplaty_swiadczeniobiorcy,id_leku
05909990710201,<1>Nowotwory z³oœliwe - Rak piersi w II rzucie hormonoterapii; <2>Wczesny rak piersi w I rzucie hormonoterapii,hormonozale¿ny i HER2-ujemny rak piersi w I rzucie hormonoterapii stosowanej z powodu zaawansowanego nowotworu (mo¿liwe wczeœniejsze stosowanie hormonoterapii uzupe³niaj¹cej wczesnego raka piersi) w przypadkach innych ni¿ w ChPL,bezp³atny do limitu,5.58,1694
09120099670104,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,bradykardia u dzieci do 18 roku ¿ycia,rycza³t,6.24,1695
09120099670104,,,,,1695
09120099670111,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,bradykardia u dzieci do 18 roku ¿ycia,rycza³t,6.49,1696
09120099670111,,,,,1696
05909991051419,Niedoczynnoœæ tarczycy,,rycza³t,4.32,1697
05909991051419,,,,,1697
05909991051419,,,,,1697
05909991051426,Niedoczynnoœæ tarczycy,,rycza³t,7.11,1698
05909991051426,,,,,1698
05909991051426,,,,,1698
05909990719006,Niedoczynnoœæ tarczycy,,rycza³t,4.29,1699
05909990719006,,,,,1699
05909990719006,,,,,1699
05909991051518,Niedoczynnoœæ tarczycy,,rycza³t,4.44,1700
05909991051518,,,,,1700
05909991051518,,,,,1700
05909991051525,Niedoczynnoœæ tarczycy,,rycza³t,8.89,1701
05909991051525,,,,,1701
05909991051525,,,,,1701
05909990719037,Niedoczynnoœæ tarczycy,,rycza³t,4.87,1702
05909990719037,,,,,1702
05909990719037,,,,,1702
05909991051617,Niedoczynnoœæ tarczycy,,rycza³t,5.33,1703
05909991051617,,,,,1703
05909991051617,,,,,1703
05909991051624,Niedoczynnoœæ tarczycy,,rycza³t,10.67,1704
05909991051624,,,,,1704
05909991051624,,,,,1704
05909991051716,Niedoczynnoœæ tarczycy,,rycza³t,6.22,1705
05909991051716,,,,,1705
05909991051716,,,,,1705
05909991051815,Niedoczynnoœæ tarczycy,,rycza³t,7.11,1706
05909991051815,,,,,1706
05909991051815,,,,,1706
05909991051112,Niedoczynnoœæ tarczycy,,rycza³t,5.61,1707
05909991051112,,,,,1707
05909991051112,,,,,1707
05909991051129,Niedoczynnoœæ tarczycy,,rycza³t,7.64,1708
05909991051129,,,,,1708
05909991051129,,,,,1708
05909991051211,Niedoczynnoœæ tarczycy,,rycza³t,6,1709
05909991051211,,,,,1709
05909991051211,,,,,1709
05909991051228,Niedoczynnoœæ tarczycy,,rycza³t,8.03,1710
05909991051228,,,,,1710
05909991051228,,,,,1710
05909991051310,Niedoczynnoœæ tarczycy,,rycza³t,5.21,1711
05909991051310,,,,,1711
05909991051310,,,,,1711
05909991051327,Niedoczynnoœæ tarczycy,,rycza³t,7.65,1712
05909991051327,,,,,1712
05909991051327,,,,,1712
05909990718986,Niedoczynnoœæ tarczycy,,rycza³t,4.56,1713
05909990718986,,,,,1713
05909990718986,,,,,1713
5904378480035,Cukrzyca typu I; Pozosta³e typy cukrzycy wymagaj¹ce co najmniej 3 wstrzykniêæ insuliny na dobê oraz terapia cukrzycy za pomoc¹ pompy insulinowej,,rycza³t,3.2,1714
5904378480035,Cukrzyca,,30%,11.29,1714
5904378480356,Cukrzyca typu I; Pozosta³e typy cukrzycy wymagaj¹ce co najmniej 3 wstrzykniêæ insuliny na dobê oraz terapia cukrzycy za pomoc¹ pompy insulinowej,,rycza³t,3.2,1715
5904378480356,Cukrzyca,,30%,10.98,1715
05909991383565,,,bezp³atny,0,1716
05909991383596,,,bezp³atny,0,1717
05909991372514,,,bezp³atny,0,1718
05909991372538,,,bezp³atny,0,1719
05909991078386,Choroba Alzheimera,,30%,59.52,1720
05909991078386,,,,,1720
05909991078454,Choroba Alzheimera,,30%,121.15,1721
05909991078454,,,,,1721
05909991421762,Choroba Alzheimera,,30%,108.49,1722
05909991421762,,,,,1722
05909991439415,Choroba Alzheimera,,30%,108.62,1723
05909991439415,,,,,1723
5902802701848,Cukrzyca typu I; Pozosta³e typy cukrzycy wymagaj¹ce co najmniej 3 wstrzykniêæ insuliny na dobê oraz terapia cukrzycy za pomoc¹ pompy insulinowej,,rycza³t,3.2,1724
5902802701848,Cukrzyca,,30%,11.08,1724
03830070471243,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,6.49,1725
03830070471243,Nowotwory z³oœliwe,,bezp³atny do limitu,0,1725
05909990971763,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,2.73,1726
05909990971763,Nowotwory z³oœliwe,,bezp³atny do limitu,0.55,1726
05909990971794,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,4.75,1727
05909990971794,Nowotwory z³oœliwe,,bezp³atny do limitu,0.4,1727
05909990066704,Choroba Alzheimera,,30%,74.25,1728
05909990066704,,,,,1728
05909990066766,Choroba Alzheimera,,30%,138.68,1729
05909990066766,,,,,1729
05909991032609,Choroba Alzheimera,,30%,192.18,1730
05909991032609,,,,,1730
05909991236946,Schizofrenia; Choroba afektywna dwubiegunowa,zespó³ Tourette'a,rycza³t,8.37,1731
05909991236953,Schizofrenia; Choroba afektywna dwubiegunowa,zespó³ Tourette'a,rycza³t,6.09,1732
03837000137095,,,bezp³atny,0,1733
05909991347161,Hipercholesterolemia LDL-C powy¿ej 130 mg/dl utrzymuj¹ca siê pomimo terapii statynami w przypadku: stanu po zawale serca lub rewaskularyzacji wieñcowej (przezskórnej lub kardiochirurgicznej); stanu po rewaskularyzacji obwodowej lub amputacji obwodowej z powodu choroby mia¿d¿ycowej; hipercholesterolemii rodzinnej,,30%,10.73,1734
05909991347161,,,,,1734
05906414003321,Zapobieganie zdarzeniom sercowo-naczyniowym; leczenie substytucyjne pierwotnej hipercholesterolemii,,30%,15.23,1735
05906414003321,,,,,1735
05906414003338,Zapobieganie zdarzeniom sercowo-naczyniowym; leczenie substytucyjne pierwotnej hipercholesterolemii,,30%,29.07,1736
05906414003338,,,,,1736
05906414003352,Zapobieganie zdarzeniom sercowo-naczyniowym; leczenie substytucyjne pierwotnej hipercholesterolemii,,30%,15.23,1737
05906414003352,,,,,1737
05906414003369,Zapobieganie zdarzeniom sercowo-naczyniowym; leczenie substytucyjne pierwotnej hipercholesterolemii,,30%,29.07,1738
05906414003369,,,,,1738
05906414003383,Zapobieganie zdarzeniom sercowo-naczyniowym; leczenie substytucyjne pierwotnej hipercholesterolemii,,30%,15.23,1739
05906414003383,,,,,1739
05906414003390,Zapobieganie zdarzeniom sercowo-naczyniowym; leczenie substytucyjne pierwotnej hipercholesterolemii,,30%,29.07,1740
05906414003390,,,,,1740
05909991096229,Hipercholesterolemia LDL-C powy¿ej 130 mg/dl utrzymuj¹ca siê pomimo terapii statynami w przypadku: stanu po zawale serca lub rewaskularyzacji wieñcowej (przezskórnej lub kardiochirurgicznej); stanu po rewaskularyzacji obwodowej lub amputacji obwodowej z powodu choroby mia¿d¿ycowej; hipercholesterolemii rodzinnej,,30%,10.71,1741
05909991096229,,,,,1741
05909991414450,Hipercholesterolemia LDL-C powy¿ej 130 mg/dl utrzymuj¹ca siê pomimo terapii statynami w przypadku: stanu po zawale serca lub rewaskularyzacji wieñcowej (przezskórnej lub kardiochirurgicznej); stanu po rewaskularyzacji obwodowej lub amputacji obwodowej z powodu choroby mia¿d¿ycowej; hipercholesterolemii rodzinnej,,30%,3.85,1742
05909991414450,,,,,1742
05909991311407,Hipercholesterolemia LDL-C powy¿ej 130 mg/dl utrzymuj¹ca siê pomimo terapii statynami w przypadku: stanu po zawale serca lub rewaskularyzacji wieñcowej (przezskórnej lub kardiochirurgicznej); stanu po rewaskularyzacji obwodowej lub amputacji obwodowej z powodu choroby mia¿d¿ycowej; hipercholesterolemii rodzinnej,,30%,4.13,1743
05909991311407,,,,,1743
05909991304416,Hipercholesterolemia LDL-C powy¿ej 130 mg/dl utrzymuj¹ca siê pomimo terapii statynami w przypadku: stanu po zawale serca lub rewaskularyzacji wieñcowej (przezskórnej lub kardiochirurgicznej); stanu po rewaskularyzacji obwodowej lub amputacji obwodowej z powodu choroby mia¿d¿ycowej; hipercholesterolemii rodzinnej,,30%,17.05,1744
05909991304416,,,,,1744
05909990013654,,,bezp³atny,0,1745
05909990971213,,,bezp³atny,0,1746
05909990014828,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,rycza³t,9.48,1747
05909990014835,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,rycza³t,5.66,1748
05908289660371,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,50%,18.42,1749
05909990570720,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,50%,9.88,1750
05000456031516,,,bezp³atny,0,1751
05000456059213,,,bezp³atny,0,1752
05909990768875,,,bezp³atny,0,1753
05909990943111,,,bezp³atny,0,1754
05909990721528,Choroby psychiczne lub upoœledzenia umys³owe,<1>bólowa polineuropatia cukrzycowa; <2>neuralgia lub neuropatia w obrêbie twarzy,30%,11.03,1755
05909990721528,,,,,1755
05909990721498,Choroby psychiczne lub upoœledzenia umys³owe,<1>bólowa polineuropatia cukrzycowa; <2>neuralgia lub neuropatia w obrêbie twarzy,30%,3.18,1756
05909990721498,,,,,1756
05909990721504,Choroby psychiczne lub upoœledzenia umys³owe,<1>bólowa polineuropatia cukrzycowa; <2>neuralgia lub neuropatia w obrêbie twarzy,30%,5.85,1757
05909990721504,,,,,1757
05909990691760,Choroby psychiczne lub upoœledzenia umys³owe,<1>bólowa polineuropatia cukrzycowa; <2>neuralgia lub neuropatia w obrêbie twarzy,30%,5.36,1758
05909990691760,,,,,1758
05909990691883,Choroby psychiczne lub upoœledzenia umys³owe,<1>bólowa polineuropatia cukrzycowa; <2>neuralgia lub neuropatia w obrêbie twarzy,30%,16.87,1759
05909990691883,,,,,1759
05909990691906,Choroby psychiczne lub upoœledzenia umys³owe,<1>bólowa polineuropatia cukrzycowa; <2>neuralgia lub neuropatia w obrêbie twarzy,30%,9.13,1760
05909990691906,,,,,1760
05909990413317,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,ból w przebiegu chorób nowotworowych - w przypadkach innych ni¿ okreœlone w ChPL,50%,11.47,1761
03838989705145,Zapobieganie i leczenie przewlek³ej hiperurykemii u doros³ych pacjentów poddawanych chemioterapii z powodu nowotworów krwi z umiarkowanym do wysokiego ryzykiem wyst¹pienia zespo³u rozpadu guza; gdy leczenie allopurinolem jest przeciwwskazane lub nie mo¿e byæ kontynuowane z powodu wyst¹pienia dzia³añ niepo¿¹danych,,50%,36.5,1762
03838989705145,Leczenie przewlek³ej hiperurykemii u doros³ych pacjentów w chorobach; w których wyst¹pi³o ju¿ odk³adanie siê z³ogów moczanowych; gdy leczenie allopurinolem jest przeciwwskazane lub nie mo¿e byæ kontynuowane z powodu wyst¹pienia dzia³añ niepo¿¹danych,,30%,30.77,1762
03838989705152,Leczenie przewlek³ej hiperurykemii u doros³ych pacjentów w chorobach; w których wyst¹pi³o ju¿ odk³adanie siê z³ogów moczanowych; gdy leczenie allopurinolem jest przeciwwskazane lub nie mo¿e byæ kontynuowane z powodu wyst¹pienia dzia³añ niepo¿¹danych,,30%,21.04,1763
05909990973316,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,13.32,1764
05909990611065,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,9.87,1765
05909990611065,,,,,1765
05909990713974,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,8.27,1766
05909990713974,,,,,1766
05909990054695,Neuralgia popó³paœcowa przewlek³a; Nowotwory z³oœliwe; Wieloobjawowy miejscowy zespó³ bólowy typu I - odruchowa dystrofia wspó³czulna oraz typu II – kauzalgia,,rycza³t,3.2,1767
05909990054589,Neuralgia popó³paœcowa przewlek³a; Nowotwory z³oœliwe; Wieloobjawowy miejscowy zespó³ bólowy typu I - odruchowa dystrofia wspó³czulna oraz typu II – kauzalgia,,rycza³t,3.2,1768
05909990054626,Neuralgia popó³paœcowa przewlek³a; Nowotwory z³oœliwe; Wieloobjawowy miejscowy zespó³ bólowy typu I - odruchowa dystrofia wspó³czulna oraz typu II – kauzalgia,,rycza³t,3.2,1769
05909990054664,Neuralgia popó³paœcowa przewlek³a; Nowotwory z³oœliwe; Wieloobjawowy miejscowy zespó³ bólowy typu I - odruchowa dystrofia wspó³czulna oraz typu II – kauzalgia,,rycza³t,3.2,1770
05909990000050,Neuralgia popó³paœcowa przewlek³a; Nowotwory z³oœliwe; Wieloobjawowy miejscowy zespó³ bólowy typu I - odruchowa dystrofia wspó³czulna oraz typu II – kauzalgia,,rycza³t,3.2,1771
05909990000081,Neuralgia popó³paœcowa przewlek³a; Nowotwory z³oœliwe; Wieloobjawowy miejscowy zespó³ bólowy typu I - odruchowa dystrofia wspó³czulna oraz typu II – kauzalgia,,rycza³t,3.2,1772
05909990000098,Neuralgia popó³paœcowa przewlek³a; Nowotwory z³oœliwe; Wieloobjawowy miejscowy zespó³ bólowy typu I - odruchowa dystrofia wspó³czulna oraz typu II – kauzalgia,,rycza³t,3.2,1773
05909991204822,Neuralgia popó³paœcowa przewlek³a; Nowotwory z³oœliwe; Wieloobjawowy miejscowy zespó³ bólowy typu I - odruchowa dystrofia wspó³czulna oraz typu II – kauzalgia,,rycza³t,3.2,1774
05909991204839,Neuralgia popó³paœcowa przewlek³a; Nowotwory z³oœliwe; Wieloobjawowy miejscowy zespó³ bólowy typu I - odruchowa dystrofia wspó³czulna oraz typu II – kauzalgia,,rycza³t,3.2,1775
05909991204846,Neuralgia popó³paœcowa przewlek³a; Nowotwory z³oœliwe; Wieloobjawowy miejscowy zespó³ bólowy typu I - odruchowa dystrofia wspó³czulna oraz typu II – kauzalgia,,rycza³t,4.8,1776
05909991204853,Neuralgia popó³paœcowa przewlek³a; Nowotwory z³oœliwe; Wieloobjawowy miejscowy zespó³ bólowy typu I - odruchowa dystrofia wspó³czulna oraz typu II – kauzalgia,,rycza³t,6.4,1777
05909990347728,Choroby psychiczne lub upoœledzenia umys³owe,,30%,28.29,1778
05909990347728,,,,,1778
05909990347827,Choroby psychiczne lub upoœledzenia umys³owe,,30%,28.29,1779
05909990347827,,,,,1779
05909991431167,Choroby psychiczne lub upoœledzenia umys³owe,,30%,18.78,1780
05909991431167,,,,,1780
05909991431211,Choroby psychiczne lub upoœledzenia umys³owe,,30%,18.78,1781
05909991431211,,,,,1781
05909991306298,Cukrzyca typu I,,rycza³t,37.25,1782
05909991306298,,,,,1782
05909991306298,,,,,1782
05909991378059,Cukrzyca typu I,,rycza³t,19.07,1783
05909991378059,,,,,1783
05909991378059,,,,,1783
15051978001096,Przewlek³e owrzodzenia,,30%,48.4,1784
15051978001096,Epidermolysis bullosa,,bezp³atny do limitu,38.85,1784
15051978001102,Przewlek³e owrzodzenia,,30%,87.33,1785
15051978001102,Epidermolysis bullosa,,bezp³atny do limitu,68.23,1785
05909990713127,Przerost gruczo³u krokowego,,rycza³t,9.06,1786
05909990713127,,,,,1786
05909990713141,Przerost gruczo³u krokowego,,rycza³t,22,1787
05909990713141,,,,,1787
05909991222673,Przerost gruczo³u krokowego,,rycza³t,3.2,1788
05909991222673,,,,,1788
05909991282288,Przerost gruczo³u krokowego,,rycza³t,5.24,1789
05909991282288,,,,,1789
05909990794430,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,2.15,1790
05909990794430,,,,,1790
05909990082391,Przerost gruczo³u krokowego,,rycza³t,7.34,1791
05909990082391,,,,,1791
05909990811045,Przerost gruczo³u krokowego,,rycza³t,20.06,1792
05909990811045,,,,,1792
05909991151218,Przerost gruczo³u krokowego,,rycza³t,9.18,1793
05909991151218,,,,,1793
05909991207311,Przerost gruczo³u krokowego,,rycza³t,25.25,1794
05909991207311,,,,,1794
05909990055098,Przerost gruczo³u krokowego,,rycza³t,4.1,1795
05909990055098,,,,,1795
05909991284053,Przerost gruczo³u krokowego,,rycza³t,12.8,1796
05909991284053,,,,,1796
05909991289430,Przerost gruczo³u krokowego,,rycza³t,9.6,1797
05909991289430,,,,,1797
05909991096571,Przerost gruczo³u krokowego,,rycza³t,3.2,1798
05909991096571,,,,,1798
05909991096601,Przerost gruczo³u krokowego,,rycza³t,9.6,1799
05909991096601,,,,,1799
05909991014117,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,<1>stan po epizodzie padaczkowym indukowanym przerzutami w obrêbie oœrodkowego uk³adu nerwowego; napady padaczkowe w bezobjawowych przerzutach do kory ruchowej mózgu -profilaktyka; ból u chorych z rozpoznaniem nowotworu - leczenie wspomagaj¹ce; <2>neuralgia w przypadkach innych ni¿ okreœlone w ChPL; ból neuropatyczny w przypadkach innych ni¿ okreœlone w ChPL,rycza³t,6.33,1800
05909991014117,Choroby psychiczne lub upoœledzenia umys³owe,,bezp³atny do limitu,3.13,1800
05909991014117,,,,,1800
05909991030315,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,<1>stan po epizodzie padaczkowym indukowanym przerzutami w obrêbie oœrodkowego uk³adu nerwowego; napady padaczkowe w bezobjawowych przerzutach do kory ruchowej mózgu -profilaktyka; ból u chorych z rozpoznaniem nowotworu - leczenie wspomagaj¹ce; <2>neuralgia w przypadkach innych ni¿ okreœlone w ChPL; ból neuropatyczny w przypadkach innych ni¿ okreœlone w ChPL,rycza³t,6.33,1801
05909991030315,Choroby psychiczne lub upoœledzenia umys³owe,,bezp³atny do limitu,3.13,1801
05909991030315,,,,,1801
05909991014216,Padaczka,<1>stan po epizodzie padaczkowym indukowanym przerzutami w obrêbie oœrodkowego uk³adu nerwowego; napady padaczkowe w bezobjawowych przerzutach do kory ruchowej mózgu -profilaktyka; ból u chorych z rozpoznaniem nowotworu - leczenie wspomagaj¹ce; <2>neuralgia w przypadkach innych ni¿ okreœlone w ChPL; ból neuropatyczny w przypadkach innych ni¿ okreœlone w ChPL,rycza³t,6.61,1802
05909991014216,Choroby psychiczne lub upoœledzenia umys³owe,,bezp³atny do limitu,3.41,1802
05909991014216,,,,,1802
05909991014223,Padaczka,<1>stan po epizodzie padaczkowym indukowanym przerzutami w obrêbie oœrodkowego uk³adu nerwowego; napady padaczkowe w bezobjawowych przerzutach do kory ruchowej mózgu -profilaktyka; ból u chorych z rozpoznaniem nowotworu - leczenie wspomagaj¹ce; <2>neuralgia w przypadkach innych ni¿ okreœlone w ChPL; ból neuropatyczny w przypadkach innych ni¿ okreœlone w ChPL,rycza³t,7.83,1803
05909991014223,Choroby psychiczne lub upoœledzenia umys³owe,,bezp³atny do limitu,4.63,1803
05909991014223,,,,,1803
05909990965854,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,<1>nadciœnienie têtnicze inne ni¿ okreœlone w ChPL - u dzieci do 18 roku ¿ycia; <2>pozawa³owa dysfunkcja skurczowa lewej komory,30%,5.26,1804
05909990965854,,,,,1804
05909990965861,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,<1>nadciœnienie têtnicze inne ni¿ okreœlone w ChPL - u dzieci do 18 roku ¿ycia; <2>pozawa³owa dysfunkcja skurczowa lewej komory,30%,7.71,1805
05909990965861,,,,,1805
05909990965878,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,<1>nadciœnienie têtnicze inne ni¿ okreœlone w ChPL - u dzieci do 18 roku ¿ycia; <2>pozawa³owa dysfunkcja skurczowa lewej komory,30%,5.13,1806
05909990965878,,,,,1806
05909990965885,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,<1>nadciœnienie têtnicze inne ni¿ okreœlone w ChPL - u dzieci do 18 roku ¿ycia; <2>pozawa³owa dysfunkcja skurczowa lewej komory,30%,10.67,1807
05909990965885,,,,,1807
05909990965977,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,<1>nadciœnienie têtnicze inne ni¿ okreœlone w ChPL - u dzieci do 18 roku ¿ycia; <2>pozawa³owa dysfunkcja skurczowa lewej komory,30%,7.03,1808
05909990965977,,,,,1808
05909990017973,Przerost gruczo³u krokowego,,rycza³t,7.45,1809
05909990017973,,,,,1809
05909990050895,Przerost gruczo³u krokowego,,rycza³t,8.86,1810
05909990050895,,,,,1810
05909990740635,<1>Leczenie ostrych zagra¿aj¹cych ¿yciu napadów obrzêku naczynioruchowego u chorych doros³ych na dziedziczny obrzêk naczynioruchowy wywo³any niedoborem inhibitora esterazy C1; <2>Leczenie ostrych; zagra¿aj¹cych ¿yciu napadów obrzêku naczynioruchowego u dzieci od 2 roku ¿ycia; chorych na dziedziczny obrzêk naczynioruchowy wywo³any niedoborem inhibitora esterazy C1,,rycza³t,2167.75,1811
05055956400706,,,bezp³atny,0,1812
05909990774852,Zaawansowany hormonozale¿ny rak gruczo³u krokowego,,rycza³t,3.2,1813
